"Story","Title","Result","Date","Stability","Duration (s)"
"Todos belong to a user","Should not affect todos belonging to another user","SUCCESS","2022-02-13T09:36:06.141143367Z[Etc/UTC]","0.0","2.59"
"Add different sorts of todos","Should be able to add a new todo item","SUCCESS","2022-02-13T09:35:17.632488725Z[Etc/UTC]","0.0","17.01"
